dispute_id,order_id,reason,order_value,has_delivery_proof,has_signed_pod,ip_match,tracking_valid,comm_logs,days_to_file,prior_customer_disputes,won
DSP-2667,ORD-12906,Item not as described,2692.32,0,0,1,0,0,3,0,0
DSP-2668,ORD-14324,Duplicate charge,5707.96,0,0,1,0,2,0,0,0
DSP-2669,ORD-12863,Transaction not recognised,3308.97,1,1,1,1,1,2,0,1
DSP-2670,ORD-13559,Item not received,3875.75,1,1,1,1,1,21,1,1
DSP-2671,ORD-13057,Duplicate charge,8350.77,1,1,1,1,1,4,1,1
DSP-2672,ORD-15622,Duplicate charge,3051.32,1,0,0,1,3,1,1,0
DSP-2673,ORD-10447,Duplicate charge,4836.88,0,0,0,0,2,5,0,0
DSP-2674,ORD-15357,Transaction not recognised,4791.32,1,0,0,1,1,3,0,1
DSP-2675,ORD-13234,Transaction not recognised,1475.2,1,1,1,1,1,27,0,1
DSP-2676,ORD-14816,Transaction not recognised,6908.78,0,0,0,0,4,14,0,0
DSP-2677,ORD-12657,Duplicate charge,7297.54,1,1,0,1,2,20,0,1
DSP-2678,ORD-12432,Defective item,1283.24,1,1,0,1,2,4,0,1
DSP-2679,ORD-13975,Duplicate charge,11836.2,0,0,1,0,0,7,1,1
DSP-2680,ORD-12739,Item not received,4757.31,0,0,0,0,2,9,0,0
DSP-2681,ORD-10103,Item not as described,1191.85,0,0,0,0,0,0,1,0
DSP-2682,ORD-14020,Transaction not recognised,5607.25,1,0,1,1,2,2,0,1
DSP-2683,ORD-14714,Defective item,4992.32,1,0,1,1,0,0,1,1
DSP-2684,ORD-13261,Duplicate charge,1352.35,1,0,1,1,0,15,1,1
DSP-2685,ORD-14720,Item not received,2246.47,1,1,1,1,1,40,1,1
DSP-2686,ORD-13844,Item not received,2730.85,1,1,0,1,2,7,0,1
DSP-2687,ORD-13630,Duplicate charge,8809.78,1,1,1,1,0,38,1,1
DSP-2688,ORD-13442,Item not received,5635.32,1,1,0,1,1,4,1,1
DSP-2689,ORD-14188,Item not received,4893.01,0,0,1,0,1,0,1,0
DSP-2690,ORD-13705,Item not as described,10841.86,1,1,1,1,2,1,0,1
DSP-2691,ORD-15093,Defective item,6340.65,1,0,1,1,1,10,0,1
DSP-2692,ORD-13529,Duplicate charge,2890.75,0,0,0,0,1,6,1,0
DSP-2693,ORD-10292,Item not as described,1080.21,1,1,1,0,1,2,0,1
DSP-2694,ORD-12907,Defective item,6602.59,1,1,1,1,0,5,0,1
DSP-2695,ORD-13705,Item not received,6471.58,1,0,0,1,1,5,1,1
DSP-2696,ORD-13128,Item not as described,4934.83,0,0,1,0,0,0,1,0
DSP-2697,ORD-10145,Duplicate charge,5569.47,0,0,1,0,1,9,0,1
DSP-2698,ORD-14989,Defective item,2901.96,1,1,0,1,4,2,1,1
DSP-2699,ORD-15489,Item not received,11844.44,1,1,1,1,2,41,1,1
DSP-2700,ORD-15232,Item not as described,8571.06,1,1,0,1,1,5,1,1
DSP-2701,ORD-15007,Item not as described,2375.23,1,1,0,1,0,12,0,1
DSP-2702,ORD-10191,Item not received,11124.0,1,1,1,1,0,23,1,1
DSP-2703,ORD-14902,Item not received,6318.31,1,1,1,1,2,0,0,1
DSP-2704,ORD-11824,Transaction not recognised,2283.65,1,1,0,1,3,17,0,1
DSP-2705,ORD-15761,Defective item,3420.15,1,1,1,1,1,1,2,0
DSP-2706,ORD-10172,Item not received,8875.13,1,1,1,1,3,0,2,1
DSP-2707,ORD-14281,Defective item,4327.78,1,0,0,1,2,6,0,1
DSP-2708,ORD-10661,Item not received,2881.55,0,0,0,0,1,6,1,0
DSP-2709,ORD-10786,Duplicate charge,6466.08,0,0,1,0,0,21,0,0
DSP-2710,ORD-10016,Item not received,7790.9,1,1,1,1,3,7,0,1
DSP-2711,ORD-10244,Duplicate charge,1904.2,0,0,1,0,0,4,1,0
DSP-2712,ORD-11258,Transaction not recognised,1335.78,0,0,0,0,0,0,0,0
DSP-2713,ORD-13929,Transaction not recognised,6765.18,0,0,1,0,2,2,0,0
DSP-2714,ORD-10055,Duplicate charge,3054.63,1,1,0,1,3,1,0,1
DSP-2715,ORD-13388,Item not received,3211.18,1,1,1,1,0,4,0,1
DSP-2716,ORD-12540,Item not received,11014.76,1,1,0,1,0,22,0,1
DSP-2717,ORD-12215,Defective item,8141.52,1,0,1,1,3,5,0,1
DSP-2718,ORD-11735,Defective item,2672.82,0,0,1,0,0,2,0,0
DSP-2719,ORD-10677,Item not as described,3748.18,0,0,1,0,1,45,0,0
DSP-2720,ORD-11096,Item not received,4161.33,1,0,1,1,0,6,0,0
DSP-2721,ORD-14728,Item not as described,3823.15,1,1,0,1,2,8,0,1
DSP-2722,ORD-11923,Transaction not recognised,10355.35,0,0,1,0,1,14,0,0
DSP-2723,ORD-14409,Defective item,1654.31,1,1,1,1,3,8,0,1
DSP-2724,ORD-12776,Item not as described,2602.03,1,1,1,1,3,2,1,1
DSP-2725,ORD-10840,Duplicate charge,2380.74,1,1,1,0,0,4,0,1
DSP-2726,ORD-11286,Item not as described,7632.62,1,1,1,1,0,6,0,0
DSP-2727,ORD-13791,Item not as described,11659.16,1,1,0,1,0,48,0,1
DSP-2728,ORD-15876,Transaction not recognised,6109.33,0,0,0,0,1,18,1,0
DSP-2729,ORD-12862,Item not as described,14579.3,1,1,0,1,1,5,0,1
DSP-2730,ORD-13581,Duplicate charge,4828.36,0,0,0,0,1,5,1,0
DSP-2731,ORD-15811,Item not as described,4725.05,1,1,0,1,0,5,1,1
DSP-2732,ORD-14286,Transaction not recognised,4571.64,0,0,1,0,1,14,0,1
DSP-2733,ORD-15022,Item not received,9959.22,0,0,1,0,1,0,0,0
DSP-2734,ORD-12845,Transaction not recognised,4106.6,1,0,1,1,3,6,1,1
DSP-2735,ORD-13504,Defective item,1922.0,1,1,1,1,2,6,0,1
DSP-2736,ORD-10159,Item not as described,17071.56,1,1,1,1,2,24,0,1
DSP-2737,ORD-11661,Defective item,13607.98,1,1,1,1,2,4,0,1
DSP-2738,ORD-10164,Item not received,19053.27,0,0,0,0,0,12,0,0
DSP-2739,ORD-11761,Item not received,8712.25,1,1,1,0,0,2,0,1
DSP-2740,ORD-13635,Transaction not recognised,11021.9,0,0,0,0,1,1,0,0
DSP-2741,ORD-14463,Duplicate charge,5160.68,0,0,0,0,4,0,0,0
DSP-2742,ORD-14834,Defective item,3818.86,1,1,0,1,1,0,1,0
DSP-2743,ORD-12726,Defective item,1315.86,1,1,1,1,2,8,0,0
DSP-2744,ORD-11440,Item not as described,6512.25,1,1,1,1,2,9,0,1
DSP-2745,ORD-12704,Item not as described,4924.61,1,1,0,1,0,0,0,1
DSP-2746,ORD-13186,Duplicate charge,4535.66,1,1,1,1,2,6,0,1
DSP-2747,ORD-12684,Transaction not recognised,3511.3,0,0,1,0,1,25,0,1
DSP-2748,ORD-12298,Duplicate charge,2816.84,1,1,1,0,0,2,0,1
DSP-2749,ORD-11077,Duplicate charge,1145.69,0,0,0,0,0,24,0,0
DSP-2750,ORD-14579,Defective item,4203.99,1,1,1,1,2,41,1,1
DSP-2751,ORD-14905,Duplicate charge,2665.19,1,1,1,1,2,3,0,1
DSP-2752,ORD-15901,Transaction not recognised,1365.45,1,1,1,1,1,3,0,1
DSP-2753,ORD-13094,Item not as described,3422.26,1,1,1,1,1,0,0,0
DSP-2754,ORD-10866,Item not received,14885.32,1,1,1,1,1,5,1,1
DSP-2755,ORD-15335,Item not received,2842.68,1,1,0,1,3,5,0,1
DSP-2756,ORD-14761,Duplicate charge,3521.17,0,0,1,0,2,6,0,1
DSP-2757,ORD-15033,Duplicate charge,11163.67,1,1,1,1,0,5,0,1
DSP-2758,ORD-14251,Defective item,2864.18,1,0,0,0,1,11,0,0
DSP-2759,ORD-10029,Duplicate charge,3116.42,0,0,1,0,2,1,0,1
DSP-2760,ORD-10210,Duplicate charge,4434.67,1,1,1,0,1,11,0,1
DSP-2761,ORD-15326,Item not as described,2295.27,0,0,1,0,1,19,0,1
DSP-2762,ORD-12228,Transaction not recognised,1138.96,0,0,0,0,3,6,1,0
DSP-2763,ORD-11625,Item not as described,3699.57,0,0,1,0,1,4,1,0
DSP-2764,ORD-11740,Item not as described,5418.3,1,1,0,0,0,19,0,0
DSP-2765,ORD-15858,Defective item,9654.98,0,0,1,0,1,1,0,0
DSP-2766,ORD-12433,Defective item,1402.33,1,0,1,1,3,13,0,1
DSP-2767,ORD-13078,Item not as described,2864.42,1,1,1,0,1,1,0,1
DSP-2768,ORD-10269,Defective item,12188.16,1,1,1,1,1,11,2,1
DSP-2769,ORD-13790,Item not received,1867.52,0,0,0,0,0,53,1,0
DSP-2770,ORD-13165,Item not as described,5690.15,1,1,0,1,1,5,1,1
DSP-2771,ORD-11740,Transaction not recognised,2994.57,1,1,1,1,3,11,0,1
DSP-2772,ORD-11455,Item not received,2673.53,1,1,1,1,1,1,0,1
DSP-2773,ORD-14460,Item not as described,11761.01,0,0,1,0,1,4,0,0
DSP-2774,ORD-11791,Defective item,2650.28,1,1,1,1,1,29,0,1
DSP-2775,ORD-13715,Item not received,3605.92,0,0,1,0,0,2,0,1
DSP-2776,ORD-10843,Item not as described,3982.85,0,0,1,0,4,24,0,0
DSP-2777,ORD-10568,Item not received,9007.85,1,1,0,1,2,6,1,1
DSP-2778,ORD-15220,Duplicate charge,4572.2,1,0,0,1,0,4,0,1
DSP-2779,ORD-10262,Item not as described,10684.67,1,1,1,1,3,0,0,1
DSP-2780,ORD-14888,Item not as described,3738.14,1,1,0,1,0,6,0,1
DSP-2781,ORD-15771,Transaction not recognised,5913.29,1,0,0,1,2,31,0,1
DSP-2782,ORD-11170,Item not as described,2643.92,0,0,1,0,1,13,0,0
DSP-2783,ORD-14517,Duplicate charge,6360.63,1,1,1,1,2,21,0,1
DSP-2784,ORD-11873,Item not received,7036.16,1,0,1,1,3,3,1,0
DSP-2785,ORD-13295,Item not as described,3565.76,0,0,1,0,0,2,0,1
DSP-2786,ORD-12229,Item not as described,3321.81,1,1,1,1,0,16,0,1
DSP-2787,ORD-12975,Duplicate charge,7361.13,0,0,1,0,0,6,0,1
DSP-2788,ORD-11813,Item not received,2921.73,0,0,0,0,1,0,3,1
DSP-2789,ORD-11227,Item not as described,10087.61,1,1,1,1,1,9,0,1
DSP-2790,ORD-11650,Transaction not recognised,1269.98,0,0,1,0,2,7,0,1
DSP-2791,ORD-11821,Transaction not recognised,2075.59,1,1,1,1,0,1,0,1
DSP-2792,ORD-11812,Duplicate charge,7056.79,1,0,0,1,1,15,0,1
DSP-2793,ORD-14527,Defective item,5512.14,1,1,1,1,1,2,2,1
DSP-2794,ORD-12540,Transaction not recognised,5665.47,1,1,1,1,4,3,0,1
DSP-2795,ORD-10145,Duplicate charge,1072.56,1,1,1,1,1,4,0,1
DSP-2796,ORD-14185,Item not as described,5255.44,1,1,0,1,1,7,1,1
DSP-2797,ORD-15288,Transaction not recognised,2835.34,1,1,0,1,0,30,1,1
DSP-2798,ORD-14915,Defective item,1957.93,1,1,1,1,0,19,0,1
DSP-2799,ORD-13986,Defective item,2326.34,1,1,1,1,2,1,1,1
DSP-2800,ORD-11323,Transaction not recognised,3294.26,1,0,1,0,2,12,1,0
DSP-2801,ORD-10171,Duplicate charge,9365.03,0,0,1,0,1,30,1,0
DSP-2802,ORD-14220,Transaction not recognised,2707.29,1,0,0,1,0,16,0,0
DSP-2803,ORD-12832,Transaction not recognised,7115.75,0,0,0,0,2,16,1,0
DSP-2804,ORD-11348,Duplicate charge,8524.16,1,1,0,1,1,14,0,1
DSP-2805,ORD-10658,Item not received,5955.88,1,1,0,0,0,10,1,0
DSP-2806,ORD-11863,Item not received,4784.86,0,0,1,0,1,2,1,0
DSP-2807,ORD-15822,Transaction not recognised,1319.85,1,1,1,1,4,2,0,1
DSP-2808,ORD-10527,Duplicate charge,2781.05,1,0,0,0,2,1,0,1
DSP-2809,ORD-11189,Transaction not recognised,11377.14,1,1,1,1,0,33,0,1
DSP-2810,ORD-12867,Defective item,4495.09,0,0,0,0,2,0,1,0
DSP-2811,ORD-13678,Transaction not recognised,6559.96,1,0,1,0,4,3,0,1
DSP-2812,ORD-10203,Item not as described,10667.19,1,1,0,1,0,4,0,1
DSP-2813,ORD-15814,Defective item,4929.17,1,1,1,1,1,0,0,1
DSP-2814,ORD-12421,Duplicate charge,7164.29,1,1,1,1,1,1,0,1
DSP-2815,ORD-12646,Item not received,6019.58,1,1,1,1,1,21,0,1
DSP-2816,ORD-11529,Item not as described,5150.73,1,1,1,1,0,25,0,1
DSP-2817,ORD-15562,Defective item,6756.84,1,1,1,1,2,0,1,1
DSP-2818,ORD-14500,Item not received,1818.15,1,1,0,1,1,16,1,1
DSP-2819,ORD-15005,Transaction not recognised,4003.13,1,1,1,1,1,0,1,1
DSP-2820,ORD-14449,Duplicate charge,4233.42,1,0,1,0,1,8,2,0
DSP-2821,ORD-12899,Item not as described,3458.74,0,0,1,0,1,5,1,0
DSP-2822,ORD-13135,Duplicate charge,3404.14,0,0,1,0,2,18,0,1
DSP-2823,ORD-13797,Transaction not recognised,4253.47,1,1,0,0,2,32,0,1
DSP-2824,ORD-10391,Defective item,6500.26,0,0,1,0,2,5,1,1
DSP-2825,ORD-12504,Defective item,765.06,1,1,0,1,2,5,0,0
DSP-2826,ORD-14626,Item not as described,2417.95,0,0,0,0,2,12,1,0
DSP-2827,ORD-13538,Item not as described,1719.31,1,0,0,1,0,21,0,1
DSP-2828,ORD-11953,Item not received,2967.94,1,1,0,1,0,9,0,1
DSP-2829,ORD-15509,Defective item,5840.05,1,1,0,1,0,0,0,1
DSP-2830,ORD-14396,Defective item,3737.66,0,0,1,0,1,1,0,0
DSP-2831,ORD-10289,Item not received,10318.08,0,0,1,0,1,12,0,0
DSP-2832,ORD-12775,Transaction not recognised,4868.91,1,0,0,1,0,16,0,0
DSP-2833,ORD-11843,Item not as described,4882.11,1,1,1,1,3,0,0,1
DSP-2834,ORD-13889,Item not received,6963.83,1,0,1,1,0,11,1,0
DSP-2835,ORD-10533,Duplicate charge,6247.2,0,0,1,0,1,13,1,0
DSP-2836,ORD-10104,Defective item,4207.34,0,0,1,0,2,2,1,1
DSP-2837,ORD-12899,Duplicate charge,2193.17,0,0,1,0,0,1,0,1
DSP-2838,ORD-13575,Duplicate charge,2727.1,1,0,1,0,0,5,3,0
DSP-2839,ORD-12025,Defective item,5916.08,0,0,0,0,0,17,0,0
DSP-2840,ORD-15667,Defective item,1977.35,1,1,1,1,3,11,0,1
DSP-2841,ORD-14983,Transaction not recognised,4421.11,0,0,1,0,2,1,0,1
DSP-2842,ORD-11856,Transaction not recognised,7153.73,1,1,1,1,3,7,0,1
DSP-2843,ORD-10351,Item not as described,6328.21,1,1,0,0,2,3,0,1
DSP-2844,ORD-13351,Item not as described,3976.59,1,1,1,1,0,10,1,1
DSP-2845,ORD-12175,Duplicate charge,2213.34,0,0,0,0,1,6,0,0
DSP-2846,ORD-11889,Item not received,4496.66,1,1,1,1,0,1,0,1
DSP-2847,ORD-15694,Item not as described,14381.02,0,0,0,0,1,11,1,0
DSP-2848,ORD-15138,Defective item,8087.82,1,1,1,0,2,22,0,1
DSP-2849,ORD-11947,Item not received,3000.12,1,1,1,1,2,5,1,1
DSP-2850,ORD-11761,Duplicate charge,9919.07,0,0,1,0,0,2,0,0
DSP-2851,ORD-11579,Duplicate charge,16654.79,1,1,1,1,1,4,0,0
DSP-2852,ORD-14600,Transaction not recognised,1553.62,1,1,0,1,1,4,0,1
DSP-2853,ORD-11397,Item not as described,3768.91,1,1,0,1,2,14,1,1
DSP-2854,ORD-12816,Item not received,8075.96,1,1,1,1,0,7,1,1
DSP-2855,ORD-12501,Transaction not recognised,14525.64,1,0,1,1,2,1,1,0
DSP-2856,ORD-10800,Duplicate charge,5363.0,0,0,0,0,5,4,0,1
DSP-2857,ORD-15948,Duplicate charge,17734.24,1,1,1,1,1,2,1,1
DSP-2858,ORD-11592,Item not received,10748.01,1,0,1,1,2,1,1,1
DSP-2859,ORD-10852,Item not received,3678.97,1,1,1,1,0,10,1,0
DSP-2860,ORD-12167,Duplicate charge,5633.47,1,1,1,0,4,5,1,1
DSP-2861,ORD-13294,Item not received,10267.17,1,1,0,1,2,17,0,1
DSP-2862,ORD-13092,Item not as described,10426.61,1,1,1,1,1,0,0,1
DSP-2863,ORD-13554,Item not received,5977.94,0,0,0,0,1,0,1,0
DSP-2864,ORD-11095,Item not as described,4046.04,1,1,0,1,2,5,1,1
DSP-2865,ORD-15324,Item not as described,10420.01,1,1,0,1,3,15,1,1
DSP-2866,ORD-10917,Item not as described,2757.39,1,0,1,1,4,8,0,1
DSP-2867,ORD-14594,Item not received,3385.01,1,1,1,1,2,1,1,1
DSP-2868,ORD-11077,Duplicate charge,5928.66,1,1,0,0,1,12,0,1
DSP-2869,ORD-12829,Item not as described,4817.47,1,0,0,1,4,14,1,1
DSP-2870,ORD-11432,Item not as described,11749.8,1,1,0,1,0,6,0,1
DSP-2871,ORD-12546,Item not received,2570.97,1,1,1,1,2,25,1,1
DSP-2872,ORD-13306,Item not received,1542.92,0,0,1,0,1,7,0,0
DSP-2873,ORD-15660,Item not received,5965.39,1,1,1,1,0,16,1,1
DSP-2874,ORD-13419,Transaction not recognised,6117.1,1,1,1,1,0,2,0,1
DSP-2875,ORD-11813,Duplicate charge,1790.4,1,1,1,1,1,25,0,1
DSP-2876,ORD-10474,Defective item,14563.31,1,1,0,1,0,4,1,1
DSP-2877,ORD-13670,Defective item,3386.94,0,0,0,0,0,0,2,0
DSP-2878,ORD-13454,Defective item,5297.31,1,1,1,1,2,1,0,1
DSP-2879,ORD-11371,Defective item,4929.28,1,1,0,1,0,2,0,1
DSP-2880,ORD-10700,Transaction not recognised,4776.64,0,0,1,0,0,0,2,0
DSP-2881,ORD-10425,Transaction not recognised,2917.54,1,0,0,1,2,4,0,1
DSP-2882,ORD-10693,Duplicate charge,4938.51,1,1,0,1,0,7,0,1
DSP-2883,ORD-12415,Transaction not recognised,4493.44,1,1,1,1,1,1,0,1
DSP-2884,ORD-13439,Duplicate charge,10964.52,1,0,0,1,0,24,0,0
DSP-2885,ORD-13675,Item not as described,2593.84,1,1,1,1,3,8,1,1
DSP-2886,ORD-11064,Defective item,5583.55,1,1,0,1,5,14,0,1
DSP-2887,ORD-15326,Duplicate charge,2450.1,1,1,0,0,0,3,0,1
DSP-2888,ORD-13495,Transaction not recognised,10498.29,1,1,1,1,1,27,0,1
DSP-2889,ORD-14863,Transaction not recognised,20497.47,0,0,1,0,0,20,0,0
DSP-2890,ORD-15533,Defective item,3369.49,1,1,0,1,1,4,2,1
DSP-2891,ORD-14154,Item not as described,2724.45,1,0,1,1,0,4,0,0
DSP-2892,ORD-12967,Transaction not recognised,43518.88,1,1,1,1,1,8,0,1
DSP-2893,ORD-14388,Defective item,9102.55,1,1,0,1,2,1,2,1
DSP-2894,ORD-14434,Defective item,4761.31,0,0,1,0,0,1,2,0
DSP-2895,ORD-13091,Defective item,9765.15,0,0,1,0,1,2,0,0
DSP-2896,ORD-13194,Item not received,9419.74,1,1,1,1,0,2,0,1
DSP-2897,ORD-12726,Duplicate charge,2397.53,1,1,0,1,2,3,0,1
DSP-2898,ORD-11918,Defective item,4169.11,1,0,0,1,0,20,1,0
DSP-2899,ORD-12390,Duplicate charge,5163.76,0,0,1,0,0,2,0,1
DSP-2900,ORD-11752,Item not received,2152.78,1,1,0,1,3,24,0,1
DSP-2901,ORD-10078,Duplicate charge,8742.94,1,1,1,1,2,10,1,1
DSP-2902,ORD-10124,Defective item,8371.34,0,0,1,0,1,25,1,0
DSP-2903,ORD-10025,Defective item,5001.45,1,0,0,1,0,10,0,0
DSP-2904,ORD-11692,Duplicate charge,6834.57,0,0,0,0,1,23,0,1
DSP-2905,ORD-14817,Item not received,2219.56,1,1,1,1,1,14,0,1
DSP-2906,ORD-12985,Transaction not recognised,2090.71,1,0,1,0,2,0,0,1
DSP-2907,ORD-10088,Transaction not recognised,7598.45,1,1,1,1,1,3,1,1
DSP-2908,ORD-12763,Duplicate charge,3490.54,1,1,0,1,2,5,0,1
DSP-2909,ORD-10416,Transaction not recognised,3290.08,1,1,0,0,2,6,2,1
DSP-2910,ORD-13342,Defective item,17178.19,1,1,0,0,1,2,0,0
DSP-2911,ORD-15676,Item not received,15914.56,1,1,1,1,1,2,0,1
DSP-2912,ORD-14180,Item not as described,2507.73,1,1,1,1,0,0,0,1
DSP-2913,ORD-15077,Item not received,2631.09,1,1,0,1,2,6,0,1
DSP-2914,ORD-13149,Duplicate charge,4329.14,1,1,0,1,0,7,0,1
DSP-2915,ORD-14299,Defective item,7404.13,1,1,1,1,2,8,0,1
DSP-2916,ORD-13278,Defective item,8412.1,1,1,0,1,2,28,1,1
DSP-2917,ORD-15946,Duplicate charge,4050.36,0,0,1,0,2,4,0,0
DSP-2918,ORD-15238,Item not received,3369.59,1,1,1,1,2,37,0,1
DSP-2919,ORD-10862,Item not received,5365.8,1,0,0,1,0,8,1,1
DSP-2920,ORD-11975,Item not as described,3459.71,0,0,1,0,0,17,0,0
DSP-2921,ORD-10180,Duplicate charge,3235.29,1,0,1,1,0,9,2,0
DSP-2922,ORD-10694,Defective item,1426.97,1,1,1,0,1,1,1,1
DSP-2923,ORD-14887,Item not as described,1934.48,1,0,1,1,1,10,0,1
DSP-2924,ORD-13173,Item not received,7401.79,0,0,1,0,2,20,0,1
DSP-2925,ORD-12854,Defective item,8745.5,1,0,1,1,0,7,0,0
DSP-2926,ORD-10603,Duplicate charge,13999.16,0,0,0,0,1,4,0,0
DSP-2927,ORD-13958,Transaction not recognised,2894.59,1,1,1,1,0,10,0,1
DSP-2928,ORD-15377,Duplicate charge,2204.15,0,0,0,0,1,0,1,0
DSP-2929,ORD-14927,Item not as described,5132.53,0,0,0,0,0,2,1,0
DSP-2930,ORD-13699,Duplicate charge,8980.52,1,1,1,1,1,5,2,1
DSP-2931,ORD-14954,Defective item,5528.01,0,0,0,0,0,3,0,1
DSP-2932,ORD-15634,Transaction not recognised,3338.57,1,1,0,1,3,3,0,1
DSP-2933,ORD-14328,Transaction not recognised,3882.64,0,0,1,0,3,10,1,0
DSP-2934,ORD-15530,Item not as described,1278.71,1,1,1,1,3,7,0,1
DSP-2935,ORD-14776,Duplicate charge,10430.71,1,1,1,1,1,16,0,1
DSP-2936,ORD-10644,Duplicate charge,8961.11,1,1,0,1,2,16,2,1
DSP-2937,ORD-15105,Transaction not recognised,3982.34,1,1,1,1,1,2,0,1
DSP-2938,ORD-13752,Transaction not recognised,1738.23,1,1,0,1,1,12,2,1
DSP-2939,ORD-13374,Item not received,3687.19,1,1,1,1,1,3,0,1
DSP-2940,ORD-12271,Item not received,4404.23,1,1,1,1,3,35,1,1
DSP-2941,ORD-12068,Item not received,4491.59,1,0,0,1,0,29,0,1
DSP-2942,ORD-14578,Duplicate charge,6139.1,0,0,1,0,2,6,0,1
DSP-2943,ORD-10152,Item not received,2860.9,1,1,0,1,3,4,2,1
DSP-2944,ORD-13847,Defective item,4235.99,1,1,1,1,1,12,0,1
DSP-2945,ORD-14920,Transaction not recognised,3831.61,1,1,0,1,0,3,1,0
DSP-2946,ORD-15013,Item not as described,8279.22,0,0,1,0,1,5,0,0
DSP-2947,ORD-13925,Duplicate charge,7126.74,1,1,0,1,1,17,1,1
DSP-2948,ORD-14321,Duplicate charge,2563.45,1,1,1,1,3,2,0,1
DSP-2949,ORD-14375,Duplicate charge,4303.8,1,0,0,1,1,14,0,1
DSP-2950,ORD-15610,Item not received,7885.38,1,0,1,1,0,13,1,1
DSP-2951,ORD-12267,Defective item,4208.24,1,1,0,1,0,5,0,1
DSP-2952,ORD-12035,Defective item,1996.7,1,1,1,1,1,1,0,1
DSP-2953,ORD-11080,Transaction not recognised,4629.87,0,0,0,0,2,0,0,0
DSP-2954,ORD-10624,Item not received,13413.44,1,1,1,1,1,16,2,1
DSP-2955,ORD-14158,Item not as described,3281.82,0,0,0,0,1,3,1,0
DSP-2956,ORD-12911,Item not as described,3024.62,1,0,0,1,0,2,0,0
DSP-2957,ORD-12907,Item not as described,4832.61,0,0,1,0,2,8,1,1
DSP-2958,ORD-11387,Duplicate charge,3479.52,1,1,1,1,0,1,0,1
DSP-2959,ORD-12231,Item not as described,6002.62,1,1,1,1,0,2,0,1
DSP-2960,ORD-15648,Item not received,4238.35,0,0,0,0,2,1,0,1
DSP-2961,ORD-15338,Transaction not recognised,5579.21,1,1,1,1,1,2,1,1
DSP-2962,ORD-11616,Item not as described,6846.21,1,0,0,1,4,7,0,0
DSP-2963,ORD-11267,Item not as described,6566.15,1,0,1,1,2,8,1,1
DSP-2964,ORD-10687,Item not received,9107.08,1,1,0,1,2,7,1,0
DSP-2965,ORD-14712,Duplicate charge,4862.68,0,0,0,0,1,12,0,0
DSP-2966,ORD-10516,Transaction not recognised,5536.3,1,1,1,1,0,0,0,1
DSP-2967,ORD-13019,Duplicate charge,7582.14,0,0,0,0,5,2,1,0
DSP-2968,ORD-12305,Item not as described,3185.89,1,1,1,1,1,40,1,0
DSP-2969,ORD-10504,Duplicate charge,5223.75,0,0,1,0,2,3,0,1
DSP-2970,ORD-13369,Item not as described,3717.81,0,0,1,0,1,4,1,0
DSP-2971,ORD-14202,Duplicate charge,6465.53,1,1,1,1,3,3,1,1
DSP-2972,ORD-11721,Defective item,2389.83,1,0,0,1,1,13,1,0
DSP-2973,ORD-12147,Transaction not recognised,7871.2,0,0,1,0,2,11,0,0
DSP-2974,ORD-15475,Item not as described,7378.88,1,1,0,1,2,8,0,0
DSP-2975,ORD-14187,Duplicate charge,7511.58,0,0,0,0,1,38,0,0
DSP-2976,ORD-14151,Item not received,17058.95,0,0,1,0,1,6,0,0
DSP-2977,ORD-10597,Transaction not recognised,4706.54,0,0,1,0,0,3,2,0
DSP-2978,ORD-15510,Item not as described,18055.76,0,0,1,0,2,20,0,1
DSP-2979,ORD-14388,Transaction not recognised,6531.81,1,1,0,1,2,16,0,1
DSP-2980,ORD-13421,Item not as described,4082.75,1,1,1,0,3,14,0,1
DSP-2981,ORD-10890,Transaction not recognised,3666.18,1,1,0,1,0,16,0,1
DSP-2982,ORD-13601,Item not received,4323.78,1,1,1,1,2,14,1,1
DSP-2983,ORD-12534,Item not as described,9164.47,1,1,1,1,0,16,0,1
DSP-2984,ORD-11046,Item not as described,7809.1,0,0,1,0,0,4,0,1
DSP-2985,ORD-15991,Defective item,3479.52,1,1,0,1,1,0,0,0
DSP-2986,ORD-11990,Item not as described,2049.03,1,1,0,0,1,1,0,1
DSP-2987,ORD-10220,Item not received,6424.84,0,0,1,0,1,5,1,1
DSP-2988,ORD-15101,Item not received,13844.22,1,1,0,1,1,16,1,0
DSP-2989,ORD-15581,Item not as described,16038.84,0,0,1,0,2,13,0,0
DSP-2990,ORD-15937,Transaction not recognised,4604.39,0,0,1,0,2,9,1,1
DSP-2991,ORD-14078,Duplicate charge,8787.62,0,0,0,0,1,12,0,1
DSP-2992,ORD-11879,Transaction not recognised,9717.92,1,1,0,1,1,30,1,1
DSP-2993,ORD-12876,Defective item,5404.28,1,1,1,1,1,34,0,1
DSP-2994,ORD-13644,Item not received,8136.95,0,0,1,0,1,5,0,1
DSP-2995,ORD-15561,Defective item,5234.62,1,0,0,1,2,13,0,0
DSP-2996,ORD-14246,Defective item,7909.3,1,1,0,1,3,24,0,1
DSP-2997,ORD-15170,Item not as described,8099.44,1,0,1,1,2,7,0,0
DSP-2998,ORD-15202,Defective item,7549.6,0,0,0,0,1,1,0,0
DSP-2999,ORD-13436,Item not received,22094.69,0,0,0,0,2,1,1,0
DSP-3000,ORD-11282,Item not as described,3888.41,1,1,1,1,1,5,1,1
